Titulares,P,CA,T,TaP,C,CP,CF,FR,FC,PI,BR,Reg,PA,P%,Eventos,partido,equipo,localizacion
Filipe Luis  76',-,-,2,1,3,3,0,0,1,1,1,1,2,88,,84,atletico,visitante
Juanfran Torres,-,-,0,0,8,3,2,0,2,1,1,0,2,81.3,,84,atletico,visitante
Lucas Hernández,-,-,1,0,0,0,0,4,0,1,4,1,0,66,,84,atletico,visitante
José María Giménez,-,-,1,0,0,0,0,0,0,3,0,0,0,97.6,,84,atletico,visitante
Thomas Teye,-,-,2,0,1,1,1,1,1,0,1,2,1,87.9,,84,atletico,visitante
Koke Resurrección,-,-,2,1,5,0,1,1,1,2,1,0,2,90.5,,84,atletico,visitante
Saúl Ñíguez,-,-,2,2,2,0,1,0,0,1,0,2,2,74.3,,84,atletico,visitante
Rodri Hernández  45',-,-,0,0,0,0,0,3,1,1,0,0,0,88.6,,84,atletico,visitante
Antoine Griezmann,-,-,1,0,5,2,1,2,0,2,0,0,3,50,,84,atletico,visitante
Nikola Kalinic  45',-,-,2,0,0,0,2,0,1,0,0,0,0,57.1,,84,atletico,visitante
Marc-André ter Stegen,5,0,0,0,0,0,0,0,0,0,0,0,0,75,,85,barcelona,local
Nélson Semedo,-,-,1,0,0,0,0,0,0,0,0,3,1,86.8,,85,barcelona,local
Gerard Piqué,-,-,0,0,0,0,1,0,0,2,1,0,0,86.3,,85,barcelona,local
Clément Lenglet,-,-,1,0,0,0,0,0,0,0,2,0,0,88.4,,85,barcelona,local
Jordi Alba,-,-,0,0,0,0,0,1,2,3,0,1,3,81.3,,85,barcelona,local
Ivan Rakitic,-,-,4,2,0,0,0,2,4,1,2,0,0,89.6,,85,barcelona,local
Sergio Busquets,-,-,0,0,0,0,0,1,1,0,2,0,0,89.4,,85,barcelona,local
Philippe Coutinho,-,-,5,3,5,1,1,3,0,1,1,1,4,81.8,,85,barcelona,local
Arthur Melo  66',-,-,0,0,0,0,0,1,1,1,0,0,3,97.3,,85,barcelona,local
Luis Suárez  80',-,-,7,3,0,0,1,3,1,1,0,1,3,74.2,,85,barcelona,local
Lionel Messi  25',-,-,2,1,0,0,1,0,0,0,0,0,1,77.8,,85,barcelona,local
Tomáš Vaclík,5,0,0,0,0,0,0,0,1,0,0,0,0,57.7,,85,sevilla,visitante
Sergi Gómez,-,-,0,0,0,0,0,1,0,2,3,0,0,92.3,,85,sevilla,visitante
Simon Kjaer  53',-,-,1,0,0,0,0,0,1,0,1,0,1,94.7,,85,sevilla,visitante
Daniel Carriço,-,-,1,0,0,0,0,0,4,0,1,0,0,83.3,,85,sevilla,visitante
Jesús Navas,-,-,0,0,12,4,4,2,0,2,0,1,3,72.7,,85,sevilla,visitante
Guilherme Arana,-,-,1,0,4,1,1,2,0,0,1,0,0,91.7,,85,sevilla,visitante
Éver Banega,-,-,1,0,7,3,0,2,1,1,1,1,4,88.3,,85,sevilla,visitante
Pablo Sarabia,-,-,4,1,6,2,1,1,3,1,2,0,3,84.4,,85,sevilla,visitante
Franco Vázquez  68',-,-,3,2,0,0,1,1,2,2,3,2,0,85.7,,85,sevilla,visitante
Wissam Ben Yedder,-,-,4,1,1,0,0,1,0,0,0,0,1,85.7,,85,sevilla,visitante
André Silva  77',-,-,1,1,1,0,0,0,1,0,0,0,1,65.2,,85,sevilla,visitante
Alberto García,1,0,0,0,0,0,0,0,0,0,0,0,0,75,,86,rayo,local
Luis Advíncula,-,-,1,0,1,0,1,3,0,0,1,2,0,76.9,,86,rayo,local
Jordi Amat,-,-,1,1,0,0,0,0,2,1,0,1,0,71.4,,86,rayo,local
Álex Gálvez,-,-,0,0,0,0,0,2,1,3,1,0,1,82,,86,rayo,local
Sergio Akieme,-,-,0,0,4,1,0,0,0,1,3,2,1,78.4,,86,rayo,local
Óscar Trejo  92',-,-,0,0,6,2,2,3,4,0,5,2,2,72.5,,86,rayo,local
Adrián Embarba  81',-,-,1,0,9,2,0,4,0,1,3,1,1,70.6,,86,rayo,local
Giannelli Imbula  81',-,-,1,0,0,0,0,5,3,0,0,4,0,90.3,,86,rayo,local
Santi Comesaña,-,-,1,0,1,0,1,4,2,0,2,3,1,85.2,,86,rayo,local
Álvaro García  64',-,-,0,0,2,0,2,0,1,1,3,1,0,57.1,,86,rayo,local
Raúl De Tomás,-,-,2,2,0,0,0,2,1,0,0,1,1,94.4,,86,rayo,local
David Soria,2,0,0,0,0,0,0,1,0,0,0,0,0,42.9,,86,getafe,visitante
Damián Suárez,-,-,0,0,3,1,0,1,0,0,2,0,1,68,,86,getafe,visitante
Vitorino Antunes  81',-,-,1,0,2,1,0,0,3,2,4,0,1,50,,86,getafe,visitante
Dakonam Djené,-,-,0,0,0,0,0,1,0,2,0,0,0,54.5,,86,getafe,visitante
Leandro Cabrera,-,-,1,0,0,0,0,0,1,1,1,0,0,42.1,,86,getafe,visitante
Dimitri Foulquier,-,-,1,1,1,0,1,0,4,1,1,0,0,80,,86,getafe,visitante
Mauro Arambarri  91',-,-,1,1,0,0,0,3,6,1,2,3,0,75,,86,getafe,visitante
Nemanja Maksimovic,-,-,0,0,0,0,0,0,0,1,1,1,0,82.6,,86,getafe,visitante
Amath Ndiaye,-,-,1,0,1,0,0,3,6,0,1,1,0,45.5,,86,getafe,visitante
Ángel Rodríguez  66',-,-,0,0,1,0,0,1,1,0,0,0,0,77.8,,86,getafe,visitante
Jorge Molina,-,-,0,0,0,0,1,1,0,0,0,0,3,56,,86,getafe,visitante
Asier Riesgo,2,0,0,0,0,0,0,0,0,0,0,0,0,64.7,,87,eibar,local
Iván Ramis,-,-,3,1,1,0,1,1,0,3,1,0,0,80,,87,eibar,local
Rubén Peña,-,-,0,0,12,2,1,1,0,0,1,3,0,65.2,,87,eibar,local
José Ángel,-,-,0,0,7,1,2,0,0,1,3,2,1,70,,87,eibar,local
Anaitz Arbilla,-,-,3,0,0,0,0,0,1,2,0,0,0,64.2,,87,eibar,local
Pape Diop,-,-,3,0,1,0,1,2,1,1,1,1,0,76.9,,87,eibar,local
Fabián Orellana,-,-,3,2,4,2,0,1,3,1,0,5,1,80.5,,87,eibar,local
Pablo de Blasis  84',-,-,0,0,3,0,0,0,0,2,2,1,0,60.7,,87,eibar,local
Joan Jordan,-,-,2,1,9,5,1,3,0,2,2,4,5,77.8,,87,eibar,local
Sergi Enrich,-,-,1,0,2,0,2,1,1,0,0,0,3,75,,87,eibar,local
Charles Dias  64',-,-,3,2,0,0,0,1,0,1,0,0,0,81,,87,eibar,local
Iago Herrerín,5,2,0,0,0,0,0,0,0,0,0,0,0,61.1,,87,athletic,visitante
Íñigo Martínez,-,-,0,0,0,0,0,0,2,0,1,0,0,58.1,,87,athletic,visitante
Yeray Álvarez,-,-,1,1,0,0,0,0,0,5,0,0,0,64.9,,87,athletic,visitante
Yuri Berchiche,-,-,1,0,0,0,0,2,1,4,2,1,0,51.7,,87,athletic,visitante
Óscar De Marcos,-,-,0,0,2,1,0,0,1,0,1,0,1,66.7,,87,athletic,visitante
Iker Muniaín  65',-,-,0,0,0,0,0,1,0,0,0,2,0,77.8,,87,athletic,visitante
Dani García,-,-,0,0,0,0,0,0,1,0,1,1,0,66.7,,87,athletic,visitante
Raúl García,-,-,0,0,0,0,1,1,2,2,1,0,1,45,,87,athletic,visitante
Unai López  91',-,-,0,0,1,0,0,1,1,1,2,2,0,73,,87,athletic,visitante
Iñaki Williams  82',-,-,2,1,0,0,0,0,1,1,2,0,0,40,,87,athletic,visitante
Aritz Aduriz,-,-,0,0,1,0,1,0,4,0,0,0,0,58.3,,87,athletic,visitante
Aleksandar Jovanovic,0,0,0,0,0,0,0,0,0,0,0,0,0,64.3,,88,huesca,local
Jorge Miramón,-,-,1,0,5,0,1,0,2,0,0,1,3,76.1,,88,huesca,local
Carlos Akapo,-,-,1,0,2,0,0,1,0,2,4,0,0,85.7,,88,huesca,local
Jorge Pulido,-,-,1,0,0,0,0,0,2,4,2,1,0,84.1,,88,huesca,local
Rúben Semedo,-,-,0,0,0,0,0,0,0,1,2,0,0,94.2,,88,huesca,local
Damián Musto  73',-,-,0,0,0,0,0,3,3,2,1,0,0,90.9,,88,huesca,local
Moi Gómez,-,-,0,0,2,0,0,1,4,0,2,1,1,94.6,,88,huesca,local
Álex Gallar  56',-,-,1,1,3,0,1,2,0,1,0,2,0,77.8,,88,huesca,local
Ezequiel Ávila,-,-,2,1,5,1,1,3,2,3,0,3,0,69,,88,huesca,local
'Cucho' Hernández  45',-,-,0,0,0,0,0,1,2,0,1,0,0,60,,88,huesca,local
Samuele Longo,-,-,1,0,0,0,0,1,3,0,0,3,1,75,,88,huesca,local
Diego López,2,0,0,0,0,0,0,1,0,0,0,0,0,78.9,,88,espanyol,visitante
Didac Vilà,-,-,0,0,0,0,1,1,1,3,1,1,1,57.9,,88,espanyol,visitante
David López,-,-,1,0,0,0,0,1,2,3,0,0,0,89.1,,88,espanyol,visitante
Javi López,-,-,0,0,1,0,1,4,0,3,2,1,0,71.4,,88,espanyol,visitante
Mario Hermoso,-,-,1,0,0,0,0,0,3,0,1,0,0,82.5,,88,espanyol,visitante
Víctor Sánchez,-,-,0,0,0,0,0,0,3,0,5,2,0,81.6,,88,espanyol,visitante
Hernán Pérez  65',-,-,0,0,0,0,0,0,1,0,2,1,1,66.7,,88,espanyol,visitante
Marc Roca,-,-,1,0,0,0,0,1,2,0,4,1,0,90.2,,88,espanyol,visitante
Esteban Granero,-,-,0,0,4,1,0,7,2,1,1,0,1,91.4,,88,espanyol,visitante
Borja Iglesias  87',-,-,2,2,0,0,0,2,0,0,1,0,0,57.9,,88,espanyol,visitante
Sergio García  73',-,-,0,0,1,0,1,3,0,0,0,1,0,50,,88,espanyol,visitante
Pau López,1,0,0,0,0,0,0,0,0,0,0,0,0,81.3,,89,betis,local
Francis Guerrero,-,-,2,0,3,0,1,3,0,3,2,2,0,81,,89,betis,local
Marc Bartra,-,-,1,0,0,0,0,0,2,3,1,0,0,91.3,,89,betis,local
Sidnei,-,-,1,1,2,0,1,1,2,3,1,2,0,90,,89,betis,local
Junior Firpo,-,-,3,0,2,1,2,0,1,1,1,1,4,83,,89,betis,local
Javi García  44',-,-,0,0,0,0,0,1,0,1,0,0,0,97.4,,89,betis,local
Sergio Canales  71',-,-,4,1,8,1,2,1,0,0,0,1,3,91.7,,89,betis,local
Takashi Inui  59',-,-,4,1,3,0,1,1,0,0,0,1,2,85,,89,betis,local
Ryad Boudebouz,-,-,3,1,5,0,1,0,0,5,0,3,1,82.2,,89,betis,local
William Carvalho,-,-,1,0,0,0,0,0,1,1,1,1,1,91.4,,89,betis,local
Loren Morón,-,-,1,0,0,0,1,1,0,0,0,0,2,78.9,,89,betis,local
Jordi Masip,4,0,0,0,0,0,0,0,0,0,0,0,0,29,,89,valladolid,visitante
Kiko Olivas  49',-,-,0,0,0,0,0,0,1,0,0,0,0,100,,89,valladolid,visitante
Fernando Calero,-,-,0,0,0,0,0,1,1,2,0,1,0,88,,89,valladolid,visitante
Javi Moyano,-,-,0,0,1,0,1,1,0,2,2,0,0,66.7,,89,valladolid,visitante
Antoñito Regal,-,-,1,1,0,0,0,1,1,0,0,1,1,88.9,,89,valladolid,visitante
Nacho Martínez,-,-,1,0,1,0,0,0,2,1,2,0,0,66.7,,89,valladolid,visitante
Rubén Alcaraz,-,-,1,0,0,0,0,1,2,1,5,0,0,76.3,,89,valladolid,visitante
Toni Villa,-,-,2,1,2,0,3,0,0,0,1,1,1,86.2,,89,valladolid,visitante
Míchel Herrero,-,-,0,0,3,0,2,0,0,2,1,2,1,87.3,,89,valladolid,visitante
Leo Suárez  61',-,-,0,0,0,0,0,2,0,0,0,1,0,88.9,,89,valladolid,visitante
Enes Ünal  91',-,-,1,0,0,0,0,1,1,1,0,3,1,70,,89,valladolid,visitante
Miguel Ángel Moyà,2,1,0,0,0,0,0,0,0,0,0,0,0,54.2,,90,real_sociedad,local
Aritz Elustondo,-,-,0,0,0,0,0,2,1,1,1,0,0,91.7,,90,real_sociedad,local
Andoni Gorosabel,-,-,1,0,2,0,1,1,0,0,3,0,1,81.6,,90,real_sociedad,local
Kevin Rodrigues,-,-,0,0,4,1,0,0,1,0,2,2,3,73,,90,real_sociedad,local
Raúl Navas,-,-,0,0,0,0,0,1,1,1,0,1,2,79.7,,90,real_sociedad,local
Asier Illarramendi,-,-,1,0,1,0,0,1,3,1,1,0,0,86.5,,90,real_sociedad,local
Igor Zubeldia,-,-,0,0,0,0,0,0,2,1,0,1,0,90.3,,90,real_sociedad,local
Mikel Oyarzabal,-,-,2,2,6,0,1,4,2,1,1,1,0,73.3,,90,real_sociedad,local
Rubén Pardo  73',-,-,2,1,7,3,1,0,0,1,1,0,2,89.2,,90,real_sociedad,local
Jon Bautista  56',-,-,2,1,0,0,1,2,0,1,0,0,0,66.7,,90,real_sociedad,local
Sandro Ramírez  67',-,-,5,4,2,0,0,3,2,0,1,3,1,100,,90,real_sociedad,local
Yassine Bono,8,0,0,0,0,0,0,0,0,0,0,0,0,39.3,,90,girona,visitante
Bernardo Espinosa,-,-,1,1,0,0,0,1,1,1,1,0,1,86,,90,girona,visitante
Jonas Ramalho,-,-,0,0,0,0,0,1,3,0,2,0,0,81.8,,90,girona,visitante
Aday Benítez,-,-,2,0,12,0,1,1,1,2,2,0,2,79.5,,90,girona,visitante
Juanpe Ramírez,-,-,1,1,0,0,0,1,2,4,3,0,0,82.9,,90,girona,visitante
Pedro Porro,-,-,2,0,7,0,2,1,2,4,2,1,0,76.3,,90,girona,visitante
Pere Pons,-,-,0,0,2,0,0,2,0,0,2,1,1,73,,90,girona,visitante
Cristian Portu  71',-,-,0,0,4,0,0,2,0,0,0,1,0,63.6,,90,girona,visitante
Borja García  88',-,-,2,0,0,0,0,4,0,0,2,1,1,84.8,,90,girona,visitante
Douglas Luiz,-,-,1,0,0,0,1,1,1,0,0,2,1,86.8,,90,girona,visitante
Seydou Doumbia  55',-,-,1,0,0,0,0,0,1,1,0,0,0,62.5,,90,girona,visitante
Jordi Masip,3,1,0,0,0,0,0,0,0,0,0,0,0,74.1,,91,valladolid,local
Kiko Olivas,-,-,0,0,0,0,0,1,1,0,0,1,0,88.9,,91,valladolid,local
Fernando Calero,-,-,0,0,0,0,0,0,0,6,0,0,1,92.9,,91,valladolid,local
Javi Moyano  73',-,-,0,0,2,0,1,1,0,1,1,1,1,85.7,,91,valladolid,local
Antoñito Regal,-,-,1,0,6,1,1,0,0,1,0,0,2,96.6,,91,valladolid,local
Nacho Martínez,-,-,1,0,6,1,0,2,1,1,0,0,2,79.2,,91,valladolid,local
Rubén Alcaraz,-,-,2,0,0,0,0,4,4,0,2,2,1,88.9,,91,valladolid,local
Toni Villa  86',-,-,3,1,2,0,0,2,4,0,0,3,1,95,,91,valladolid,local
Míchel Herrero,-,-,2,0,4,0,1,0,1,3,1,2,0,89.3,,91,valladolid,local
Leo Suárez  54',-,-,2,0,0,0,0,0,2,0,1,1,0,88.9,,91,valladolid,local
Enes Ünal,-,-,2,0,0,0,1,2,0,0,0,0,0,60,,91,valladolid,local
Diego López,1,0,0,0,0,0,0,0,0,0,0,0,0,58.6,,91,espanyol,visitante
Didac Vilà,-,-,0,0,3,0,0,1,2,1,3,1,0,80,,91,espanyol,visitante
David López,-,-,0,0,0,0,0,0,2,0,1,1,0,95,,91,espanyol,visitante
Javi López,-,-,0,0,2,0,0,3,2,4,3,0,1,74.4,,91,espanyol,visitante
Mario Hermoso,-,-,2,0,0,0,0,1,0,2,4,0,0,88.9,,91,espanyol,visitante
Sergi Darder,-,-,2,0,2,1,0,1,1,1,2,1,1,69.2,,91,espanyol,visitante
Óscar Melendo  65',-,-,1,0,0,0,0,2,0,1,0,0,1,90,,91,espanyol,visitante
Hernán Pérez  45',-,-,2,1,4,0,2,1,3,0,0,1,2,81.8,,91,espanyol,visitante
Marc Roca,-,-,1,1,0,0,0,2,1,1,2,0,0,91.3,,91,espanyol,visitante
Borja Iglesias,-,-,1,1,0,0,0,2,2,0,0,0,0,58.8,,91,espanyol,visitante
Sergio García  77',-,-,2,1,0,0,0,0,1,1,0,1,4,58.3,,91,espanyol,visitante
Yassine Bono,4,0,0,0,0,0,0,0,0,0,0,0,0,66.7,,92,girona,local
Bernardo Espinosa,-,-,1,0,0,0,0,0,1,1,0,0,0,92.1,,92,girona,local
Jonas Ramalho,-,-,0,0,0,0,0,0,0,2,0,0,0,86,,92,girona,local
Aday Benítez  8',-,-,0,0,1,0,0,0,0,0,0,0,0,100,,92,girona,local
Juanpe Ramírez  49',-,-,0,0,0,0,0,0,0,1,0,0,0,90.3,,92,girona,local
Pedro Porro,-,-,1,1,2,1,1,2,0,3,1,2,2,77.4,,92,girona,local
Pere Pons,-,-,1,0,0,0,0,4,0,3,2,0,1,71,,92,girona,local
Cristian Portu  57',-,-,3,3,1,0,1,0,1,0,2,1,1,71.4,,92,girona,local
Borja García,-,-,2,1,4,2,1,4,0,3,0,5,4,75.6,,92,girona,local
Douglas Luiz,-,-,2,0,3,2,0,3,4,2,2,1,1,87.8,,92,girona,local
Choco Lozano  87',-,-,3,1,0,0,1,2,5,0,0,0,0,54.5,,92,girona,local
Alberto García,4,0,0,0,0,0,0,0,0,0,0,0,0,52.9,,92,rayo,visitante
Álex Moreno,-,-,0,0,9,1,3,1,2,1,1,2,1,83.8,,92,rayo,visitante
Jordi Amat,-,-,1,0,0,0,0,1,1,0,2,0,1,94.4,,92,rayo,visitante
Luis Advíncula,-,-,1,1,2,0,0,0,0,0,0,3,0,82.9,,92,rayo,visitante
Álex Gálvez  81',-,-,1,1,0,0,0,2,1,1,0,0,0,75.5,,92,rayo,visitante
Óscar Trejo,-,-,0,0,5,0,0,2,6,1,2,1,1,82.1,,92,rayo,visitante
Gael Kakuta  49',-,-,0,0,0,0,0,0,1,0,0,0,0,93.3,,92,rayo,visitante
Adrián Embarba,-,-,2,1,12,3,2,1,2,1,1,1,2,63,,92,rayo,visitante
Giannelli Imbula,-,-,2,0,0,0,1,3,2,1,0,3,1,92.5,,92,rayo,visitante
Santi Comesaña,-,-,0,0,0,0,0,1,1,2,1,2,1,87.5,,92,rayo,visitante
Raúl De Tomás  65',-,-,5,2,1,0,0,0,0,0,0,1,0,81.3,,92,rayo,visitante
Iago Herrerín,3,0,0,0,0,0,0,0,0,0,0,0,0,56,,93,athletic,local
Íñigo Martínez,-,-,1,0,0,0,0,2,3,2,0,0,0,78,,93,athletic,local
Yeray Álvarez,-,-,1,0,1,0,0,1,2,2,1,0,0,75.8,,93,athletic,local
Mikel San José,-,-,1,0,0,0,0,0,2,0,1,1,1,79.4,,93,athletic,local
Yuri Berchiche,-,-,0,0,4,1,2,3,3,2,0,2,0,84.2,,93,athletic,local
Ander Capa,-,-,2,1,3,1,0,2,3,0,0,1,0,66.7,,93,athletic,local
Markel Susaeta  88',-,-,0,0,12,4,2,1,3,1,1,1,4,84.6,,93,athletic,local
Dani García,-,-,0,0,0,0,0,4,0,1,3,0,0,87.8,,93,athletic,local
Mikel Rico  78',-,-,2,0,0,0,0,2,0,0,1,0,0,79.3,,93,athletic,local
Raúl García,-,-,4,1,3,1,0,3,7,3,2,0,4,54.5,,93,athletic,local
Aritz Aduriz  68',-,-,0,0,2,0,1,1,2,0,0,0,0,71.4,,93,athletic,local
Neto,2,1,0,0,0,0,0,0,0,0,0,0,0,59.3,,93,valencia,visitante
Rúben Vezo,-,-,2,0,1,0,0,3,3,1,1,1,2,72.5,,93,valencia,visitante
Gabriel Paulista,-,-,1,0,0,0,0,0,2,2,0,0,0,80,,93,valencia,visitante
José Gayà,-,-,0,0,1,0,0,4,1,2,4,0,0,80,,93,valencia,visitante
Ezequiel Garay,-,-,0,0,0,0,0,0,1,0,0,0,0,69.4,,93,valencia,visitante
Geoffrey Kondogbia,-,-,2,0,0,0,0,4,0,0,4,3,0,71.4,,93,valencia,visitante
Carlos Soler  69',-,-,0,0,0,0,0,5,4,0,0,0,0,78.6,,93,valencia,visitante
Dani Parejo,-,-,1,0,4,2,1,1,1,1,1,0,1,79.2,,93,valencia,visitante
Francis Coquelin,-,-,0,0,0,0,0,1,1,1,0,1,1,71,,93,valencia,visitante
Rodrigo Moreno,-,-,3,2,1,0,0,2,3,0,1,1,2,62.5,,93,valencia,visitante
Michy Batshuayi  45',-,-,1,1,0,0,0,1,4,0,0,1,0,91.7,,93,valencia,visitante
Sergio Álvarez,5,0,0,0,0,0,0,0,0,0,0,0,0,33.3,,94,celta,local
Hugo Mallo,-,-,0,0,1,0,0,0,0,3,2,0,1,50,,94,celta,local
David Juncà,-,-,0,0,2,0,1,0,2,3,3,1,1,66.7,,94,celta,local
Gustavo Cabral,-,-,0,0,0,0,0,1,2,1,1,0,0,66.7,,94,celta,local
Facundo Roncaglia,-,-,0,0,0,0,0,0,1,2,3,0,0,72.4,,94,celta,local
Fran Beltrán,-,-,0,0,0,0,0,0,0,0,3,0,0,61.5,,94,celta,local
Stanislav Lobotka,-,-,0,0,0,0,0,1,0,3,0,3,0,88.9,,94,celta,local
Sofiane Boufal  80',-,-,2,1,0,0,0,1,0,0,0,6,1,69.6,,94,celta,local
Brais Méndez,-,-,3,1,2,0,0,2,0,0,1,0,3,64.9,,94,celta,local
Emre Mor  73',-,-,0,0,1,0,0,0,1,1,2,0,1,86.7,,94,celta,local
Iago Aspas  84',-,-,5,4,0,0,1,1,1,0,0,1,1,60.6,,94,celta,local
Asier Riesgo,2,0,0,0,0,0,0,0,0,0,0,0,0,58.3,,94,eibar,visitante
Pedro Bigas  67',-,-,0,0,0,0,0,0,0,0,0,0,0,90.9,,94,eibar,visitante
Rubén Peña,-,-,1,1,12,0,4,1,1,1,2,3,0,68.3,,94,eibar,visitante
José Ángel  67',-,-,0,0,4,1,0,0,0,0,0,0,2,80,,94,eibar,visitante
Anaitz Arbilla,-,-,0,0,1,1,0,1,0,1,0,0,0,77.9,,94,eibar,visitante
Pape Diop,-,-,3,0,0,0,0,0,1,2,4,1,0,72.1,,94,eibar,visitante
Pablo de Blasis,-,-,2,1,3,1,1,0,0,2,2,0,3,90.7,,94,eibar,visitante
Joan Jordan,-,-,2,1,6,2,1,2,0,1,3,1,2,88.1,,94,eibar,visitante
Fabián Orellana,-,-,2,0,4,1,0,1,0,0,1,1,3,78.8,,94,eibar,visitante
Sergi Enrich  56',-,-,2,1,0,0,0,0,2,0,0,0,0,77.8,,94,eibar,visitante
Kike García,-,-,4,1,2,1,0,3,1,0,1,0,4,66.7,,94,eibar,visitante
Oier Olazábal,6,1,0,0,0,0,0,0,0,0,0,0,0,48.4,,95,levante,local
Toño García,-,-,0,0,2,0,0,1,0,0,1,0,1,75.9,,95,levante,local
Róber Pier,-,-,0,0,0,0,0,0,3,2,1,1,0,80.5,,95,levante,local
Sergio Postigo,-,-,0,0,0,0,0,0,0,2,0,0,0,75,,95,levante,local
Erick Cabaco  29',-,-,0,0,0,0,0,0,0,0,0,0,0,75,,95,levante,local
Enis Bardhi,-,-,2,1,0,0,1,1,3,0,2,2,0,73.9,,95,levante,local
José Luis Morales,-,-,1,0,1,0,1,1,1,0,0,0,2,80,,95,levante,local
Jason  87',-,-,2,1,1,0,0,2,0,2,1,0,1,78.3,,95,levante,local
José Campaña,-,-,0,0,3,0,1,0,1,4,3,4,1,78.4,,95,levante,local
Roger Martí  63',-,-,1,1,2,0,0,1,0,1,0,0,0,61.5,,95,levante,local
Rubén Rochina,-,-,3,1,2,1,0,6,3,0,4,2,2,68.1,,95,levante,local
Iván Cuéllar,2,1,0,0,0,0,0,0,0,0,0,0,0,79.4,,95,leganes,visitante
Juanfran Moreno  68',-,-,1,0,6,2,1,1,0,0,0,0,1,69.7,,95,leganes,visitante
Jonathan Silva,-,-,2,1,9,2,0,0,2,0,2,0,3,81.6,,95,leganes,visitante
Dimitrios Siovas,-,-,2,0,3,1,0,0,1,1,3,0,1,80.7,,95,leganes,visitante
Kenneth Omeruo,-,-,0,0,0,0,0,1,1,1,2,0,0,97.7,,95,leganes,visitante
Rodrigo Tarín  75',-,-,0,0,1,0,0,0,1,2,1,0,0,82.1,,95,leganes,visitante
Recio,-,-,5,2,2,0,0,4,3,0,2,2,2,88.5,,95,leganes,visitante
Rubén Pérez,-,-,0,0,0,0,0,2,1,2,4,0,3,94.7,,95,leganes,visitante
Óscar Rodríguez,-,-,3,1,2,0,0,1,2,1,0,2,1,74.5,,95,leganes,visitante
Guido Carrillo,-,-,3,2,0,0,1,0,0,0,0,0,1,79.5,,95,leganes,visitante
Sabin Merino  60',-,-,0,0,0,0,0,1,1,0,0,1,0,66.7,,95,leganes,visitante
Jan Oblak,0,0,0,0,0,0,0,0,0,0,0,0,0,52.6,,96,atletico,local
Diego Godín,-,-,2,2,0,0,0,1,0,2,1,1,1,77.6,,96,atletico,local
Santiago Arias,-,-,2,0,6,2,3,2,1,3,1,1,0,87,,96,atletico,local
Stefan Savic,-,-,0,0,0,0,0,1,1,4,1,0,0,88.9,,96,atletico,local
Lucas Hernández  45',-,-,0,0,1,0,1,0,0,1,2,0,0,79.4,,96,atletico,local
Koke Resurrección,-,-,0,0,8,2,1,0,1,1,3,0,1,92,,96,atletico,local
Saúl Ñíguez,-,-,3,0,6,0,2,0,0,2,4,1,1,78,,96,atletico,local
Rodri Hernández,-,-,1,0,0,0,0,0,1,2,4,0,0,92.3,,96,atletico,local
Antoine Griezmann,-,-,3,0,1,0,1,1,2,0,0,1,3,83.9,,96,atletico,local
Ángel Correa  81',-,-,1,0,4,1,1,0,0,2,2,4,2,82.9,,96,atletico,local
Diego Costa,-,-,1,1,0,0,1,0,2,0,0,2,1,72.7,,96,atletico,local
Miguel Ángel Moyà,2,1,0,0,0,0,0,0,0,0,0,0,0,76.3,,96,real_sociedad,visitante
Aritz Elustondo,-,-,0,0,0,0,0,1,1,1,0,2,0,65.7,,96,real_sociedad,visitante
Andoni Gorosabel,-,-,1,0,1,0,0,2,1,0,1,1,0,80.5,,96,real_sociedad,visitante
Kevin Rodrigues,-,-,0,0,0,0,0,1,2,3,5,1,0,60.5,,96,real_sociedad,visitante
Raúl Navas,-,-,2,0,0,0,0,0,0,2,2,0,0,83.9,,96,real_sociedad,visitante
Asier Illarramendi,-,-,1,0,0,0,0,0,0,0,0,0,0,84.2,,96,real_sociedad,visitante
Igor Zubeldia,-,-,0,0,0,0,0,0,1,1,1,0,0,85.7,,96,real_sociedad,visitante
Rubén Pardo,-,-,3,0,2,0,1,0,0,0,0,0,1,75.5,,96,real_sociedad,visitante
David Zurutuza  58',-,-,0,0,0,0,0,1,0,1,0,0,1,52.6,,96,real_sociedad,visitante
Luca Sangalli  80',-,-,0,0,0,0,0,2,1,0,2,0,0,70,,96,real_sociedad,visitante
Willian José  67',-,-,0,0,0,0,0,0,0,0,0,0,0,66.7,,96,real_sociedad,visitante
David Soria,3,0,0,0,0,0,0,0,0,0,0,0,0,42.1,,97,getafe,local
Damián Suárez,-,-,0,0,2,0,0,1,3,4,2,0,1,62.9,,97,getafe,local
Vitorino Antunes,-,-,1,1,8,4,1,2,1,0,0,3,3,51.7,,97,getafe,local
Dakonam Djené,-,-,1,0,3,1,1,2,1,3,2,1,0,92.9,,97,getafe,local
Leandro Cabrera,-,-,1,0,0,0,0,0,0,0,1,0,0,56.5,,97,getafe,local
Dimitri Foulquier,-,-,5,2,0,0,0,0,2,0,2,3,1,66.7,,97,getafe,local
Nemanja Maksimovic,-,-,1,1,0,0,0,1,0,2,0,0,0,88.9,,97,getafe,local
Mauro Arambarri,-,-,1,0,1,0,0,2,0,1,1,0,3,65.5,,97,getafe,local
Amath Ndiaye  83',-,-,0,0,2,0,0,1,1,0,2,1,0,100,,97,getafe,local
Jorge Molina  89',-,-,2,2,0,0,2,0,0,0,2,1,2,76.7,,97,getafe,local
